Gene	ID	logFC	AveExpr	t	P.Value	adj.P.Val	B	contrast	abs_fc
PSME1	Q06323	-1.01241666661582	29.0869324577413	-10.0166117999571	4.79498316907299e-08	3.93816000839378e-06	8.88701172358364	MAEA_control-MAEA_knockout	1.01241666661582
PLAA	Q9Y263	0.64752916206082	27.816453425884	9.99372311229556	4.94179307397486e-08	4.02115532723065e-06	8.85668994348998	MAEA_control-MAEA_knockout	0.64752916206082
NIBAN1	Q9BZQ8	-8.05462914522584	23.7782207388152	-9.84208488239497	6.04270596754844e-08	4.78408108493835e-06	8.65435465523459	MAEA_control-MAEA_knockout	8.05462914522584
PHGDH	O43175	-0.715360008010578	31.146965920707	-9.79362676192797	6.44699345525078e-08	4.96984021795998e-06	8.58915912520904	MAEA_control-MAEA_knockout	0.715360008010578
GRHPR	Q9UBQ7	0.837468499766111	28.8102879707613	9.7042009867686	7.27000951782744e-08	5.28692252021468e-06	8.46815651008018	MAEA_control-MAEA_knockout	0.837468499766111
DARS2	Q6PI48	0.936944480200147	26.445832885179	9.70323891214159	7.27944498117861e-08	5.28692252021468e-06	8.46684983584364	MAEA_control-MAEA_knockout	0.936944480200147
MTAP	Q13126	0.639634381642637	29.3609623673211	9.66983513018995	7.6152071727754e-08	5.35379525074802e-06	8.42141659531135	MAEA_control-MAEA_knockout	0.639634381642637
PPID	Q08752	-0.842259802154913	28.0320966333773	-9.65401227763455	7.77992860320712e-08	5.38346555629797e-06	8.3998515548025	MAEA_control-MAEA_knockout	0.842259802154913
HMGB2	P26583	-0.727843031257422	30.4075859645047	-9.59995071680712	8.37172776221622e-08	5.70315841661675e-06	8.32595650459612	MAEA_control-MAEA_knockout	0.727843031257422
PPP2R2A	P63151	0.665920078354922	28.8687588372424	9.57400233895959	8.67250183863801e-08	5.76837631998406e-06	8.29037032742437	MAEA_control-MAEA_knockout	0.665920078354922
DPYSL2	Q16555	0.740105065056998	29.037385168277	9.57254028129712	8.6897851508329e-08	5.76837631998406e-06	8.28836294210333	MAEA_control-MAEA_knockout	0.740105065056998
S100A13	Q99584	1.10745142124093	28.8231361946871	9.56562845011347	8.77198553126447e-08	5.76837631998406e-06	8.2788697844708	MAEA_control-MAEA_knockout	1.10745142124093
AGL	P35573	0.81499662378787	26.5982050946461	9.45508777003176	1.02044105290013e-07	6.45153667114127e-06	8.12630109016732	MAEA_control-MAEA_knockout	0.81499662378787
EMC3	Q9P0I2	0.897351034535838	26.3591507548351	9.43072669643377	1.05521347055972e-07	6.62372569948485e-06	8.09248834729096	MAEA_control-MAEA_knockout	0.897351034535838
DNMT1	P26358	-0.800565254024182	28.7765528247097	-9.40679333988277	1.09059618010037e-07	6.74940790895918e-06	8.05920225654663	MAEA_control-MAEA_knockout	0.800565254024182
ALDH1B1	P30837	1.12413299236136	29.4715447942009	9.26573614960238	1.32625307158093e-07	7.70467788717153e-06	7.8616643345388	MAEA_control-MAEA_knockout	1.12413299236136
PACSIN2	Q9UNF0	-0.796365063171773	28.7150567050564	-9.25759939367295	1.34139248604602e-07	7.70467788717153e-06	7.85019828165769	MAEA_control-MAEA_knockout	0.796365063171773
GSR	P00390	1.16768288406026	29.0245986618982	9.13686651492733	1.58879556217816e-07	8.72645962526357e-06	7.67914377976123	MAEA_control-MAEA_knockout	1.16768288406026
PFKP	Q01813	0.623781414585906	30.5759299704554	9.10303131272485	1.66645834585456e-07	8.98456192844776e-06	7.63089453378375	MAEA_control-MAEA_knockout	0.623781414585906
CD44	P16070	-0.903252339678396	31.2434957863571	-9.06274342769436	1.76419022186865e-07	9.42808950374587e-06	7.57326469879347	MAEA_control-MAEA_knockout	0.903252339678396
PAIP2	Q9BPZ3	1.06355484271084	26.9846484232715	8.97621705408162	1.99511731528786e-07	1.02532695711986e-05	7.448831710783	MAEA_control-MAEA_knockout	1.06355484271084
BAIAP2	Q9UQB8	-1.41283507872399	26.08818894042	-8.78702676083032	2.61851301148952e-07	1.24386445107946e-05	7.17358232699915	MAEA_control-MAEA_knockout	1.41283507872399
PGM1	P36871	0.588502695827046	28.1378426193679	8.70084967243734	2.96778381160309e-07	1.35880747041987e-05	7.04674317079075	MAEA_control-MAEA_knockout	0.588502695827046
HK2	P52789	-0.674151844226994	27.421202970219	-8.7006335434158	2.96871909786773e-07	1.35880747041987e-05	7.04642390259724	MAEA_control-MAEA_knockout	0.674151844226994
PSME2	Q9UL46	-0.894011953400096	29.5250797952533	-8.68929411963607	3.01822837705608e-07	1.37431041334554e-05	7.02966501329768	MAEA_control-MAEA_knockout	0.894011953400096
CYRIB	Q9NUQ9	0.651359013829072	28.4477594281075	8.62850313840286	3.29891319515593e-07	1.47161670858022e-05	6.93954622883856	MAEA_control-MAEA_knockout	0.651359013829072
ACADVL	P49748	0.911926884020012	28.6478520356427	8.4733355107001	4.14759546418706e-07	1.78671906565078e-05	6.70741236499163	MAEA_control-MAEA_knockout	0.911926884020012
HPF1	Q9NWY4	-0.688192084739718	25.5171222061367	-8.43213774667768	4.40962755018672e-07	1.88115567529325e-05	6.6452669206891	MAEA_control-MAEA_knockout	0.688192084739718
UCK2	Q9BZX2	-0.936048297586893	27.7021673732809	-8.39085064910546	4.68978822647559e-07	1.98143552568594e-05	6.58276934414296	MAEA_control-MAEA_knockout	0.936048297586893
RMDN1	Q96DB5	1.1524300507901	25.820919454996	8.37837764176275	4.77806800984509e-07	1.99950769859613e-05	6.56384564214532	MAEA_control-MAEA_knockout	1.1524300507901
SEPHS1	P49903	0.713292189741047	27.4366913936594	8.28092379346912	5.53110077727535e-07	2.21951203793131e-05	6.41530270326196	MAEA_control-MAEA_knockout	0.713292189741047
MTDH	Q86UE4	0.784444900741146	28.1156016286108	8.27587934198472	5.57333439252063e-07	2.22541004736078e-05	6.40758040864712	MAEA_control-MAEA_knockout	0.784444900741146
ATP6V1C1	P21283	0.725322742878834	26.5344815357402	8.24913789874033	5.80296573918488e-07	2.25244797334722e-05	6.36658827366624	MAEA_control-MAEA_knockout	0.725322742878834
UBAP2	Q5T6F2	0.693174279439198	28.1148582509688	8.23221267896201	5.95343610058422e-07	2.27473028051887e-05	6.34059559074036	MAEA_control-MAEA_knockout	0.693174279439198
B4GALT1	P15291	1.43237814258546	27.2271233092287	8.22472053197383	6.02135042919786e-07	2.28084601602546e-05	6.32907775122643	MAEA_control-MAEA_knockout	1.43237814258546
BROX	Q5VW32	0.815984452745113	27.1667884815255	8.18171768888059	6.42726823295025e-07	2.4137962919302e-05	6.26282735416752	MAEA_control-MAEA_knockout	0.815984452745113
PLA2G4A	P47712	1.53544161569184	27.8806246833659	8.16148845538654	6.62809056892617e-07	2.4786238263712e-05	6.23157875951252	MAEA_control-MAEA_knockout	1.53544161569184
CAPG	P40121	0.782432351776929	28.7645589635143	8.11481529510569	7.11705921269619e-07	2.63901756798203e-05	6.15927754603074	MAEA_control-MAEA_knockout	0.782432351776929
DCAF1	Q9Y4B6	-1.30067100644784	25.0566422892871	-8.08372267755377	7.46376825092869e-07	2.74441821711972e-05	6.11095368640103	MAEA_control-MAEA_knockout	1.30067100644784
COL4A2	P08572	1.15786540616522	26.8464775416251	8.00629342210447	8.40672455640439e-07	3.04025907002806e-05	5.99006113335029	MAEA_control-MAEA_knockout	1.15786540616522
TJP1	Q07157	-0.86615496210144	28.3770035830069	-7.92342277412864	9.55620356460472e-07	3.32501085265861e-05	5.8597947008823	MAEA_control-MAEA_knockout	0.86615496210144
EMC2	Q15006	0.748334817049638	27.3027222288326	7.92164062596663	9.58266788137024e-07	3.32501085265861e-05	5.85698328550558	MAEA_control-MAEA_knockout	0.748334817049638
SLC39A14	Q15043	1.01140770374335	27.3675617483817	7.86255523373934	1.05051916885352e-06	3.55075479072488e-05	5.76353402217854	MAEA_control-MAEA_knockout	1.01140770374335
MAPRE2	Q15555	-0.776789525727338	28.1794217486444	-7.84262257484456	1.08371072120233e-06	3.63498084653666e-05	5.73190349563697	MAEA_control-MAEA_knockout	0.776789525727338
CMBL	Q96DG6	1.20758506569128	28.2673370536724	7.83479609818542	1.09704320658258e-06	3.66570939142499e-05	5.71946937265971	MAEA_control-MAEA_knockout	1.20758506569128
MKLN1	Q9UL63	-7.73444885395158	23.7357275602521	-7.81343798624484	1.13431217839319e-06	3.73345896019452e-05	5.68549547000168	MAEA_control-MAEA_knockout	7.73444885395158
EPB41L1	Q9H4G0	1.14382677569851	26.3418136895501	7.78526539597703	1.18552034096877e-06	3.88744505837072e-05	5.64058838665717	MAEA_control-MAEA_knockout	1.14382677569851
ROCK2	O75116	0.772568080857837	27.9837845313562	7.7809684703598	1.19354189888559e-06	3.89919933360839e-05	5.63372972786843	MAEA_control-MAEA_knockout	0.772568080857837
IQGAP2	Q13576	5.8841251075853	24.2852493100911	7.75601222517987	1.24127288387792e-06	4.02520520425062e-05	5.59384605688003	MAEA_control-MAEA_knockout	5.8841251075853
PPIC	P45877	0.916000848364099	27.9775512058158	7.72525693626107	1.3028708910142e-06	4.1635015964483e-05	5.54457938741686	MAEA_control-MAEA_knockout	0.916000848364099
POGLUT3	Q7Z4H8	-0.922664456386656	25.9589210523346	-7.70644237258057	1.34213083078885e-06	4.21537995349981e-05	5.51437761965732	MAEA_control-MAEA_knockout	0.922664456386656
OTULINL	Q9NUU6	-1.00863053334891	26.7263205207185	-7.70471983782657	1.34578683032501e-06	4.21537995349981e-05	5.5116101622647	MAEA_control-MAEA_knockout	1.00863053334891
PGD	P52209	0.733844515384032	30.8932659527607	7.60113008339443	1.58609203578245e-06	4.7898889383011e-05	5.34444285520313	MAEA_control-MAEA_knockout	0.733844515384032
RUFY1	Q96T51	0.606999132206642	26.2295137608447	7.58447820934849	1.62874866153428e-06	4.90186412245317e-05	5.31743520393229	MAEA_control-MAEA_knockout	0.606999132206642
TKT	P29401	0.607037763133967	33.5524427783244	7.56777157857849	1.67275869213871e-06	4.98311979203897e-05	5.29030084083415	MAEA_control-MAEA_knockout	0.607037763133967
GFUS	Q13630	0.688243418180779	27.9213024875712	7.52949630258255	1.77836426362931e-06	5.20942171625813e-05	5.22799206830802	MAEA_control-MAEA_knockout	0.688243418180779
DECR1	Q16698	0.869773403853035	27.670494681814	7.52002982350209	1.80554874527352e-06	5.2714825161009e-05	5.21255065804376	MAEA_control-MAEA_knockout	0.869773403853035
RCN1	Q15293	-0.587079956047852	30.0180493647568	-7.49439409772959	1.88138034764673e-06	5.45662392578201e-05	5.17067305720057	MAEA_control-MAEA_knockout	0.587079956047852
WLS	Q5T9L3	-7.33154700134564	24.3704855946674	-7.41609302642147	2.13442355825527e-06	6.02034790062014e-05	5.04220638066617	MAEA_control-MAEA_knockout	7.33154700134564
PMVK	Q15126	0.863773674790703	27.3582932261468	7.4152306470113	2.13740162152194e-06	6.02034790062014e-05	5.04078681567518	MAEA_control-MAEA_knockout	0.863773674790703
TPD52	P55327	1.32404758577363	29.2563758320538	7.3981739507665	2.19720900585108e-06	6.16903282537358e-05	5.01268875684297	MAEA_control-MAEA_knockout	1.32404758577363
DSP	P15924	1.64289144532186	27.1945884514429	7.39371405745761	2.21313515766567e-06	6.19395916100824e-05	5.00533523567919	MAEA_control-MAEA_knockout	1.64289144532186
ARAP1	Q96P48	-1.03971133163542	24.4174089448365	-7.3583322837266	2.34385923049027e-06	6.49773972162414e-05	4.94690045554396	MAEA_control-MAEA_knockout	1.03971133163542
LYPLA1	O75608	1.2370209373492	27.5171870418519	7.35437655357116	2.3589702122827e-06	6.5190661086605e-05	4.94035666155542	MAEA_control-MAEA_knockout	1.2370209373492
ALDH3A1	P30838	1.69420907088222	27.5652669861916	7.33859164519357	2.42029482046636e-06	6.62602831223003e-05	4.91422290901386	MAEA_control-MAEA_knockout	1.69420907088222
AK4	P27144	1.08015008695914	26.3747581189887	7.29905099346594	2.58137301877745e-06	7.00157595340007e-05	4.84860797067655	MAEA_control-MAEA_knockout	1.08015008695914
GNPNAT1	Q96EK6	0.70048651419636	28.0848482203966	7.25001472043061	2.79690583099039e-06	7.40801270042648e-05	4.76693585515119	MAEA_control-MAEA_knockout	0.70048651419636
CKB	P12277	1.46451594973474	30.2116809844702	7.22788100390715	2.90030195003757e-06	7.65401007115019e-05	4.72996223177758	MAEA_control-MAEA_knockout	1.46451594973474
PSMB8	P28062	-0.694602579293004	27.0575362554718	-7.21446928497568	2.96489853803632e-06	7.80105639289316e-05	4.70752540717251	MAEA_control-MAEA_knockout	0.694602579293004
SH3BP4	Q9P0V3	-1.06800753130766	26.4633324741128	-7.18006272364641	3.13761496490682e-06	8.15779890875772e-05	4.64985174407776	MAEA_control-MAEA_knockout	1.06800753130766
MISP	Q8IVT2	0.844424118925609	27.7101540275059	7.17119081849417	3.18384088013588e-06	8.25356744974457e-05	4.63495367481098	MAEA_control-MAEA_knockout	0.844424118925609
MFF	Q9GZY8	0.927924376822894	27.753863243403	7.06398089607849	3.80248626405053e-06	9.60237048519428e-05	4.45405782987549	MAEA_control-MAEA_knockout	0.927924376822894
SIN3A	Q96ST3	-0.805711187577934	26.2849334851742	-7.03318959810815	4.0025754078009e-06	9.9644851795338e-05	4.4018078639784	MAEA_control-MAEA_knockout	0.805711187577934
FERMT2	Q96AC1	0.702867074944912	30.1376349275018	7.02970542800984	4.02590170112172e-06	9.98663254148516e-05	4.39588723078308	MAEA_control-MAEA_knockout	0.702867074944912
PSAT1	Q9Y617	-0.745262531395426	30.0817873068138	-6.99651771537049	4.25536829722783e-06	0.000103304355237675	4.33940666078713	MAEA_control-MAEA_knockout	0.745262531395426
USP13	Q92995	-0.824189378909512	25.8199741602222	-6.98509012466269	4.33752017150795e-06	0.000104088177892449	4.31992303374927	MAEA_control-MAEA_knockout	0.824189378909512
COX20	Q5RI15	0.791345024907212	27.5237115173126	6.98492921925964	4.33868870225075e-06	0.000104088177892449	4.31964856577833	MAEA_control-MAEA_knockout	0.791345024907212
SCAMP3	O14828	0.778789237913777	26.9610826335736	6.9514280407325	4.58931610305722e-06	0.000109297858844626	4.26242447241078	MAEA_control-MAEA_knockout	0.778789237913777
SIGMAR1	Q99720	0.702809853349017	27.7866378326831	6.9361217692835	4.70883124576158e-06	0.000110644943817521	4.23622733418153	MAEA_control-MAEA_knockout	0.702809853349017
S100A16	Q96FQ6	1.3455621615039	28.9472969370804	6.82851122448873	5.64674917177455e-06	0.000125629447396341	4.05112420719337	MAEA_control-MAEA_knockout	1.3455621615039
UHRF1	Q96T88	-0.645516996595546	27.1073184768928	-6.81482472044897	5.77936995737862e-06	0.000128044789119355	4.02746565405088	MAEA_control-MAEA_knockout	0.645516996595546
SLC1A4	P43007	1.13697481265191	26.2269606562433	6.71934128938369	6.80025865748389e-06	0.000143008402749756	3.86168291874136	MAEA_control-MAEA_knockout	1.13697481265191
ITGA11	Q9UKX5	1.90447671726446	27.1240166593666	6.71638568651407	6.83472111457643e-06	0.000143008402749756	3.85653089491963	MAEA_control-MAEA_knockout	1.90447671726446
ACOT8	O14734	-2.97724116815128	23.7399507472359	-6.68629983438149	7.19610503273695e-06	0.000148449227764536	3.80401749563033	MAEA_control-MAEA_knockout	2.97724116815128
SYNM	O15061	0.998389171540708	26.1493073521076	6.67979646144667	7.27681801777934e-06	0.000149762708993548	3.79264951140439	MAEA_control-MAEA_knockout	0.998389171540708
ACOX3	O15254	1.44966810314726	26.1424847206063	6.65580305504602	7.58288858131586e-06	0.000153899364555667	3.75065747839887	MAEA_control-MAEA_knockout	1.44966810314726
HARS2	P49590	0.59874876312184	25.9290002496855	6.6241786204975	8.007021260342e-06	0.00016101991495626	3.69518687020248	MAEA_control-MAEA_knockout	0.59874876312184
PAPSS2	O95340	-0.923016421292775	29.0225584962872	-6.58637130075902	8.54685872823538e-06	0.000169166203837235	3.62868747794785	MAEA_control-MAEA_knockout	0.923016421292775
SDF4	Q9BRK5	7.80599316441443	24.1524455693826	6.58071506595554	8.63083945744875e-06	0.000170444532925977	3.61872150839881	MAEA_control-MAEA_knockout	7.80599316441443
TPBG	Q13641	-0.741222924912144	25.3106785081946	-6.50954522586403	9.76445441783328e-06	0.000186138883782904	3.49294180143665	MAEA_control-MAEA_knockout	0.741222924912144
PRKCI	P41743	-0.860836712696202	26.5366296940887	-6.41155737255011	1.15859922756448e-05	0.000213902731341106	3.31860811782366	MAEA_control-MAEA_knockout	0.860836712696202
EBP	Q15125	1.01583191122373	29.5678770220336	6.37392252156953	1.23770470825303e-05	0.000225662841828375	3.25129463980011	MAEA_control-MAEA_knockout	1.01583191122373
PWP1	Q13610	-0.764180844524546	27.8117757136544	-6.34583316367712	1.30041173050586e-05	0.00023370180547414	3.20092565064167	MAEA_control-MAEA_knockout	0.764180844524546
MAP2K3	P46734	-0.731986615857036	26.9066070026976	-6.3253858719685	1.34813971367304e-05	0.000238379311946855	3.16419116857514	MAEA_control-MAEA_knockout	0.731986615857036
GALNT2	Q10471	0.779841497115353	29.3330078607992	6.27721423656972	1.46795601371794e-05	0.000253719808795097	3.07741910392096	MAEA_control-MAEA_knockout	0.779841497115353
ZC3H7B	Q9UGR2	-0.673625262252788	25.8147592599422	-6.27660434028813	1.46954236090924e-05	0.000253719808795097	3.07631842755944	MAEA_control-MAEA_knockout	0.673625262252788
RAB31	Q13636	0.821003189961953	27.5590702370272	6.26751566481441	1.49339532199426e-05	0.000257332511562462	3.05991003743958	MAEA_control-MAEA_knockout	0.821003189961953
RAB18	Q9NP72	0.634675954510097	27.5878897778587	6.22260307622365	1.61734395237107e-05	0.00027228388224975	2.97865842898238	MAEA_control-MAEA_knockout	0.634675954510097
MTA1	Q13330	-0.623991124499909	26.1882618499885	-6.20181067688896	1.678317865139e-05	0.000277760026343532	2.94094832616435	MAEA_control-MAEA_knockout	0.623991124499909
HINT2	Q9BX68	1.00748243182312	27.3378076690809	6.18747435446081	1.72175275381274e-05	0.000283879234531077	2.91491251055108	MAEA_control-MAEA_knockout	1.00748243182312
EBNA1BP2	Q99848	-0.627784178422385	28.9260522328346	-6.18515312310176	1.72889499756003e-05	0.000284523019448644	2.91069431652813	MAEA_control-MAEA_knockout	0.627784178422385
LIMS2	Q7Z4I7	5.19955831099946	25.098805093252	6.15137297995537	1.83640460887263e-05	0.000298857846347642	2.84922424695506	MAEA_control-MAEA_knockout	5.19955831099946
PEPD	P12955	-0.834314966149169	27.0838757279079	-6.12694208398157	1.9184895026799e-05	0.000308220946061261	2.80466923744215	MAEA_control-MAEA_knockout	0.834314966149169
MAN2A1	Q16706	-0.784368474773437	26.3282011260579	-6.11054676957185	1.97571426590991e-05	0.000312276564187344	2.77472286610628	MAEA_control-MAEA_knockout	0.784368474773437
CPS1	P31327	2.90392409050558	27.8522520462806	6.07543958637844	2.10431701460692e-05	0.00032672681845169	2.71047492774989	MAEA_control-MAEA_knockout	2.90392409050558
FRG1	Q14331	-0.622993635318199	26.984893006329	-6.07359408271912	2.11131424232577e-05	0.000326918792425068	2.70709289284173	MAEA_control-MAEA_knockout	0.622993635318199
TGFBI	Q15582	1.63498155024112	27.786351251175	6.06803178036609	2.13255081374139e-05	0.000329056827719083	2.69689670558283	MAEA_control-MAEA_knockout	1.63498155024112
NMI	Q13287	-6.54461133863897	23.0157278506267	-6.03664828838412	2.25661666819005e-05	0.00034429075138983	2.63928881217605	MAEA_control-MAEA_knockout	6.54461133863897
NDRG3	Q9UGV2	0.670655840192929	27.2190171330339	6.02194614259579	2.31730302230325e-05	0.000352326279584792	2.6122551720145	MAEA_control-MAEA_knockout	0.670655840192929
ISG15	P05161	0.595676917826264	29.4095530022786	6.00592759782376	2.38536295761416e-05	0.000361423615026091	2.58276749426124	MAEA_control-MAEA_knockout	0.595676917826264
SPTBN2	O15020	0.824337046442988	26.3664377579577	5.94110991155822	2.68275303432454e-05	0.000402321393611673	2.46309246899819	MAEA_control-MAEA_knockout	0.824337046442988
SMARCAD1	Q9H4L7	-0.814841985291828	25.4614305021611	-5.90636854857677	2.85780738091532e-05	0.000420172450562483	2.39871450754166	MAEA_control-MAEA_knockout	0.814841985291828
NES	P48681	1.66388066073878	27.0623313884058	5.88625612921569	2.96454707264999e-05	0.000430618837594183	2.36137064802253	MAEA_control-MAEA_knockout	1.66388066073878
SLC2A1	P11166	0.873084164150015	29.8722103298225	5.87540565628363	3.02384783407396e-05	0.000436347697304466	2.34120140729425	MAEA_control-MAEA_knockout	0.873084164150015
RSU1	Q15404	0.652797072092955	29.1342790366755	5.86795144664441	3.06530162199544e-05	0.000439130399598382	2.32733611268283	MAEA_control-MAEA_knockout	0.652797072092955
CREBBP	Q92793	-0.823683666162314	25.5377541937569	-5.86744911217835	3.06811635586489e-05	0.000439130399598382	2.32640147151264	MAEA_control-MAEA_knockout	0.823683666162314
DSTN	P60981	0.771607765407484	32.2168852710085	5.85386829601845	3.14524224928324e-05	0.000445250969984612	2.30112026694805	MAEA_control-MAEA_knockout	0.771607765407484
YIPF5	Q969M3	0.620588639552146	27.9302810288503	5.82856835684063	3.29434989672665e-05	0.000461734400198306	2.25395774053244	MAEA_control-MAEA_knockout	0.620588639552146
MMGT1	Q8N4V1	0.634704556577997	26.7763073287456	5.78086813281135	3.5958243134103e-05	0.000498424354357251	2.16480623808971	MAEA_control-MAEA_knockout	0.634704556577997
HMGA1	P17096	-0.900612329865755	31.7295704723967	-5.76196272581474	3.72312709435713e-05	0.000513639574650086	2.12938864562896	MAEA_control-MAEA_knockout	0.900612329865755
GALNT1	Q10472	0.690264955692236	27.8902195451007	5.75791691130701	3.75097401096749e-05	0.000515861652713338	2.12180303850953	MAEA_control-MAEA_knockout	0.690264955692236
